Investiga;Id;Moneda;Precio;Unidades vendidas;Venta Diaria Promedio;IdSeller;Nickname;Stock;Exposicion;T. Oficial;Condición;Cuotas;Envío Gratis;Días publicados;Reputación;Ubicación;Envío Flex;Envío Full
Just One - Repos Production;MLA1115641106;ARS;6330;1;50;156413223;CROSSOVER COMICS;1;Clásica;Crossover Comics Store;Nuevo;12;Si;116;Platinum;Interior;No;No
El Erudito - Juego De Mesa - Magicdealers;MLA913500036;ARS;5359;3;40;76997694;MAGIC-DEALERS-TCG;1;Clásica; ;Nuevo;12;Si;377;Gold;Capital Federal;No;No
Panic Lab - Juego De Mesa - Magicdealers;MLA1107258039;ARS;3199;1;10;76997694;MAGIC-DEALERS-TCG;2;Clásica; ;Nuevo;12;No;181;Gold;Capital Federal;No;No
Shiki - Juego De Mesa - Magicdealers;MLA913499821;ARS;1059;1;0;76997694;MAGIC-DEALERS-TCG;1;Clásica; ;Nuevo;12;No;377;Gold;Capital Federal;No;No
Derby- Maldon Juego De Mesa Original;MLA1114767233;ARS;3330;5;130;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;124;Gold;Capital Federal;Si;No
El Pasajero- Maldon Juego De Mesa;MLA882401052;ARS;1060;3;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;549;Gold;Capital Federal;Si;No
Combo Maldón 18 El Ilustrado + El Memorioso Cultura General;MLA786228574;ARS;10090;25;260;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;1059;Platinum;GBA;Si;No
Juego De Cartas Y Dados Shiki - Maldon E.full;MLA904973736;ARS;1060;5;20;75058432;INFANCENTER;4;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Juego De Mesa El Switcher Ingenio - Maldon ;MLA827758226;ARS;3499;2;0;59529245;DULCESJUGUETES1;1;Clásica; ;Nuevo;12;No;860;Gold;GBA;Si;No
Juego De Mesa El Switcher De Maldon;MLA863091204;ARS;3550;2;10;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;No;657;Líder;Capital Federal;Si;No
Lucky Numbers Juego De Mesa Ingenio Estrategia Maldon Edu;MLA1106856465;ARS;3610;1;10;170287361;EDUCANDOJUGUETERIA;1;Clásica;Educando;Nuevo;12;No;182;Platinum;Capital Federal;Si;No
El Pasajero Juego De Mesa Original Maldon;MLA798050313;ARS;1059;5;10;127176707;LAJUGUETERIADIGITAL;4;Clásica; ;Nuevo;12;No;1004;3;Capital Federal;Si;No
Juego De Mesa El Ilustrado Maldon Premium Cultura General;MLA920631120;ARS;6540;1;10;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;328;Gold;Capital Federal;Si;No
El Ilustrado Juego D Mesa Maldon Cultura General Regalosleon;MLA673988296;ARS;5360;5;60;17387880;REGALOSLEON;1;Clásica; ;Nuevo;12;Si;1731;Platinum;Capital Federal;Si;No
El Switcher Juego  De Mesa De Ingenio Y Estrategia De Maldón;MLA664125621;ARS;3550;5;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;1804;Gold;Capital Federal;Si;No
Juego De Mesa Panic Lab Original Maldon Lloretoys;MLA1109968783;ARS;3550;1;20;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;161;Platinum;GBA;No;No
Juego De Mesa El Señor Dix;MLA912007888;ARS;1060;4;10;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;No;387;Líder;Capital Federal;Si;No
Atenea - Juego De Mesa Maldon;MLA905017106;ARS;4730;2;20;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;Si;441;Líder;Capital Federal;Si;No
Valdes Juego De Mesa Original Maldon;MLA1116485836;ARS;1059;3;20;141258544;APIOVERDE OFICIAL;3;Clásica;Apioverde;Nuevo;12;No;109;Platinum;Capital Federal;Si;No
Illusion Juegos De Mesa Niños;MLA927739024;ARS;3700;1;10;168087245;IKITOI;1;Clásica; ;Nuevo;12;No;280;Líder;Capital Federal;Si;No
Juego De Mesa Para Niños El Pasajero - Maldon E.full;MLA904965013;ARS;1060;5;30;75058432;INFANCENTER;3;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
El Benjamin Juego De Mesa Memoria Domino Ahorcado Maldon;MLA847792002;ARS;2238;5;20;478972008;DEMAVISIONCOMERCIALSRL;7;Premium; ;Nuevo;6;No;729;Platinum;Interior;No;Si
El Erudito Juego De Mesa Original Maldon;MLA776406421;ARS;5362;50;480;150677405;GYD BILLARD;3;Clásica; ;Nuevo;12;Si;1115;Líder;Capital Federal;Si;No
El Señor Dix - Juego De Mesa;MLA755497015;ARS;1060;5;10;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;1256;Líder;Capital Federal;Si;No
Panic Lab Juego De Mesa Maldon Scarletkids Panic Laboratorio;MLA856896163;ARS;4000;5;130;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;685;Platinum;Capital Federal;Si;No
Juego De Mesa El Pasajero De Maldón;MLA867286807;ARS;1090;3;0;66948466;TOYBOX.AR;1;Clásica; ;Nuevo;12;No;636;Líder;Capital Federal;No;No
Juego De Mesa El Futbolero - Maldon E.full;MLA904929481;ARS;4730;3;30;75058432;INFANCENTER;2;Clásica; ;Nuevo;12;Si;441;Platinum;GBA;Si;Si
El Camarero Juego De Mesa Original Maldon;MLA798061573;ARS;3449;5;80;127176707;LAJUGUETERIADIGITAL;3;Clásica; ;Nuevo;12;No;1004;3;Capital Federal;Si;No
Juego De Mesa El Cinefilo De Maldon;MLA776409757;ARS;4731;5;60;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;Si;1115;Líder;Capital Federal;Si;No
El Ilustrado Juego De Mesa Maldón - Giro Didáctico;MLA791310810;ARS;5360;25;240;187104263;GIRODIDACTICO.CABALLITOPALERMO;14;Premium; ;Nuevo;6;Si;1034;Platinum;Capital Federal;Si;Si
Juego De Mesa Cartas La Macarena Original Maldon Mundomanias;MLA900623968;ARS;3330;5;40;148114094;MUNDO MANIAS;2;Clásica; ;Nuevo;12;No;482;Platinum;Capital Federal;Si;No
Juego De Mesa El Camarero Maldón Muy Lejano;MLA916435812;ARS;3330;4;30;184489663;MUYLEJANO;1;Clásica; ;Nuevo;12;No;356;Líder;Capital Federal;Si;No
Juego De Mesa El Pasajero Maldon;MLA906671569;ARS;975;5;10;128411524;KINDERLAND OFICIAL;7;Clásica;Kinderland;Nuevo;12;No;429;Platinum;GBA;No;No
Juego De Mesa Atenea Maldon Preguntas De Cultura General;MLA902994736;ARS;4730;5;60;148114094;MUNDO MANIAS;6;Clásica; ;Nuevo;12;Si;458;Platinum;Capital Federal;Si;No
Juego De Mesa O Auto El Pasajero De Maldon ;MLA1100671477;ARS;1060;1;0;42977173;RAIMUNDOJUGUETES;2;Clásica; ;Nuevo;12;No;218;Platinum;GBA;Si;No
Juego Mesa El Erudito Maldon Cultura General Ingenio Equipos;MLA920280162;ARS;5360;2;30;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;Si;330;Gold;Capital Federal;Si;No
Maldon El Memorioso Original Juego De Mesa Playking;MLA658544426;ARS;4730;5;30;234885878;PLAYKING2020;4;Premium; ;Nuevo;3;Si;1845;Platinum;GBA;Si;No
Camarero Maldon Juego De Mesa;MLA843439856;ARS;3330;5;40;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;755;Gold;Capital Federal;Si;No
Combo El Erudito + El Cinéfilo + La Melómano + El Ilustrado;MLA758066915;ARS;20185;5;160;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;1240;Platinum;GBA;Si;No
Erudito Maldon. Juego De Mesa. Conocimiento;MLA1103196889;ARS;5085;1;20;403650640;JUGUETERIA 2019;9;Clásica; ;Nuevo;12;Si;205;5;Interior;No;No
Juegos De Mesa Infantiles Niños - Pescadores;MLA902699425;ARS;3700;1;0;168087245;IKITOI;5;Clásica; ;Nuevo;12;No;462;Líder;Capital Federal;Si;No
El Erudito Maldon Juego De Mesa;MLA842527219;ARS;5489;4;20;99431779;CUCA JUGUETERIAS;1;Clásica; ;Nuevo;12;Si;761;Líder;Capital Federal;Si;No
El Macanudo Juego De Mesa Maldón Liniers;MLA709816941;ARS;5360;5;50;187104263;GIRODIDACTICO.CABALLITOPALERMO;7;Premium; ;Nuevo;6;Si;1500;Platinum;Capital Federal;Si;Si
Juego De Mesa Derby Cartas Estrategia Niños Adultos Maldon;MLA1120497024;ARS;3330;1;40;137081041;ELMUNDODELJUG;7;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
El Melomano Para Los Amantes De La Musica Juegos Maldon;MLA639851412;ARS;4869;5;10;84024230;QUEEN-REGALOS;1;Clásica; ;Nuevo;12;Si;1992;Platinum;Capital Federal;Si;No
El Macanudo Juego De Mesa Asociacion Maldon Educando;MLA899584556;ARS;5360;3;30;170287361;EDUCANDOJUGUETERIA;1;Clásica;Educando;Nuevo;12;Si;491;Platinum;Capital Federal;Si;No
El Ilustrado + El Erudito Juego De Mesa Maldon Scarlet Kids;MLA813306976;ARS;10849;5;140;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
El Ilustrado Maldon;MLA805759933;ARS;5360;5;20;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;976;Gold;Capital Federal;Si;No
Juego De Mesa Preguntas De Cultura General Atenea De Maldón ;MLA915065307;ARS;4730;5;90;923694;.MAGIC4EVER;4;Clásica; ;Nuevo;12;Si;364;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa Original Maldon;MLA640156923;ARS;4899;50;150;141258544;APIOVERDE OFICIAL;5;Clásica;Apioverde;Nuevo;12;Si;1989;Platinum;Capital Federal;Si;No
El Melomano + El Erudito Juego De Mesa Maldon Scarlet Kids;MLA813302238;ARS;10249;5;180;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
El Cinéfilo Maldón Juego Mesa Preguntas Cine Cultura General;MLA684555485;ARS;4730;25;70;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;Si;1656;Platinum;GBA;Si;No
Shiki Juegos De Mesa Niños;MLA927738459;ARS;1130;1;0;168087245;IKITOI;11;Clásica; ;Nuevo;12;No;280;Líder;Capital Federal;Si;No
El Erudito Juego De Mesa Original Maldon;MLA798050311;ARS;5549;50;330;127176707;LAJUGUETERIADIGITAL;2;Clásica; ;Nuevo;12;Si;1004;3;Capital Federal;Si;No
El Benjamín Maldón Juego Para Niños Ahorcado Memoria Dominó;MLA686868552;ARS;2640;5;20;178146766;ADVENTURAMA;11;Clásica; ;Nuevo;12;No;1640;Platinum;GBA;Si;No
Atenea Juego De Mesa Original Maldon;MLA907328857;ARS;4899;5;100;127176707;LAJUGUETERIADIGITAL;2;Clásica; ;Nuevo;12;Si;425;3;Capital Federal;Si;No
El Pasajero - Juego De Cartas;MLA756048354;ARS;1060;4;0;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;1253;Líder;Capital Federal;Si;No
El Camarero - Juego De Mesa;MLA756046788;ARS;3330;25;90;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;1253;Líder;Capital Federal;Si;No
La Macarena Juego De Mesa;MLA1124442388;ARS;2650;0;0;50794428;ALELOPEZZELA;1;Clásica; ;Nuevo;12;No;44;0;Interior;No;No
El Erudito Juego De Mesa Original Maldon;MLA640155702;ARS;5549;100;290;141258544;APIOVERDE OFICIAL;7;Clásica;Apioverde;Nuevo;12;Si;1989;Platinum;Capital Federal;Si;No
Erudito + El Camarero Combo Maldón Alcuadrado;MLA829731167;ARS;7999;3;20;207283579;AL.CUADRADO;4;Clásica; ;Nuevo;12;Si;848;Platinum;Capital Federal;Si;No
Juego De Mesa El Switcher Maldon Nuevo Original Magic4ever;MLA833813891;ARS;3550;4;10;923694;.MAGIC4EVER;8;Clásica; ;Nuevo;12;No;817;Platinum;Capital Federal;Si;No
Shiki- Maldon Juego De Mesa ;MLA902949669;ARS;1060;2;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;459;Gold;Capital Federal;Si;No
Pescadores Maldón Juego De Mesa Abracadabra Juguetes;MLA876028277;ARS;3330;1;0;77637213;ABRACADABRA JUGUETES;4;Clásica; ;Nuevo;12;No;583;5;Capital Federal;Si;No
El Melómano + El Erudito Juegos Mesa Combo Maldón Cultura;MLA868122747;ARS;10095;4;60;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;631;Platinum;GBA;Si;No
Quarto Juego De Mesa Maldon Original;MLA910004502;ARS;9950;1;20;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;402;Gold;Capital Federal;Si;No
El Señor Dix- Maldon Juego De Mesa;MLA882400133;ARS;1060;5;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;549;Gold;Capital Federal;Si;No
Juego De Mesa La Macarena Maldon;MLA775459939;ARS;3390;2;0;128411524;KINDERLAND OFICIAL;11;Clásica;Kinderland;Nuevo;12;No;1121;Platinum;GBA;No;No
Juego De Mesa Atenea Cultura General - Maldon E.full;MLA904939721;ARS;4730;5;80;75058432;INFANCENTER;4;Clásica; ;Nuevo;12;Si;441;Platinum;GBA;Si;Si
El Pasajero Juego De Mesa Original Maldon;MLA640157138;ARS;1059;50;20;141258544;APIOVERDE OFICIAL;5;Clásica;Apioverde;Nuevo;12;No;1989;Platinum;Capital Federal;Si;No
Juego De Mesa Para Niños El Señor Dix Cartas Infantil Maldon;MLA1120444651;ARS;1060;1;10;137081041;ELMUNDODELJUG;5;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
Juego De Mesa Infantil El Tiburón - Maldón;MLA904927446;ARS;2640;5;40;75058432;INFANCENTER;8;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Juego De Mesa Shiki Maldon;MLA901303514;ARS;1060;5;40;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;No;476;Líder;Capital Federal;Si;No
Juego De Mesa El Cinefilo Original Maldon 9008;MLA855050918;ARS;4799;5;30;539157210;JUGUETES OESTE;3;Clásica; ;Nuevo;12;Si;694;2;GBA;No;No
El Melomano Maldon Juego De Mesa Para Amantes De La Música;MLA922191476;ARS;4356;5;90;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;Si;317;Platinum;Capital Federal;Si;No
Juego De Mesa El Erudito Maldon 9001m;MLA859854529;ARS;5399;5;60;539157210;JUGUETES OESTE;4;Clásica; ;Nuevo;12;Si;672;2;GBA;No;No
El Melomano Juego De Mesa Para Los Amantes De La Musica;MLA639297013;ARS;4730;25;110;17387880;REGALOSLEON;1;Clásica; ;Nuevo;12;Si;1996;Platinum;Capital Federal;Si;No
Juego De Mesa Derby Cartas Estrategia Original Maldon;MLA1122040752;ARS;3330;1;50;148114094;MUNDO MANIAS;9;Clásica; ;Nuevo;12;No;62;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa Original Maldon;MLA798050320;ARS;4899;25;130;127176707;LAJUGUETERIADIGITAL;4;Clásica; ;Nuevo;12;Si;1004;3;Capital Federal;Si;No
Juego De Mesa El Memorioso De Maldon;MLA883363524;ARS;4250;3;20;59529245;DULCESJUGUETES1;1;Clásica; ;Nuevo;12;Si;543;Gold;GBA;Si;No
Juego Mesa El Erudito Maldon Cultura General Ingenio Equipos;MLA920278773;ARS;6540;1;10;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;330;Gold;Capital Federal;Si;No
El Ilustrado Juego De Mesa - Maldon;MLA820990477;ARS;5390;5;40;186824660;GIRODIDÁCTICOADROGUE-LOMAS;2;Clásica; ;Nuevo;12;Si;898;Líder;GBA;No;No
El Cinefilo - Maldon;MLA663130360;ARS;4699;2;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;3;Clásica; ;Nuevo;12;Si;1812;Líder;GBA;No;No
El Memorioso Juego De Mesa Original Maldon 9003;MLA849821756;ARS;4899;3;20;127176707;LAJUGUETERIADIGITAL;4;Clásica; ;Nuevo;12;Si;720;3;Capital Federal;Si;No
Juego De Mesa El Melomano Maldon 90022 Zona Devoto;MLA639230368;ARS;4490;5;10;136608931;DGLGAMES-COMICS;2;Clásica; ;Nuevo;12;Si;1996;Platinum;Capital Federal;Si;No
El Futbolero Juego De Mesa Original Maldon;MLA798050309;ARS;4899;25;170;127176707;LAJUGUETERIADIGITAL;3;Clásica; ;Nuevo;12;Si;1004;3;Capital Federal;Si;No
Juego De Mesa Para Niños El Pasajero - Maldón;MLA904955281;ARS;1060;5;20;75058432;INFANCENTER;1;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Combo Juego De Mesa El Pasajero + El Camarero De Maldon M4e;MLA1122260307;ARS;4170;0;0;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;61;Platinum;Capital Federal;Si;No
Juego Robots;MLA1107139942;ARS;2850;1;10;436840969;LA FAVJUGUETES;1;Clásica; ;Nuevo;12;No;181;Platinum;Capital Federal;Si;No
Juego Illusion;MLA1110769416;ARS;2850;0;0;436840969;LA FAVJUGUETES;1;Clásica; ;Nuevo;12;No;155;Platinum;Capital Federal;Si;No
Combo Juego De Mesa El Señor Dix + Valdes  Maldon M4e;MLA1122233702;ARS;2014;0;0;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;No;61;Platinum;Capital Federal;Si;No
Combo Juegos De Mesa El Switcher + Shiki - Maldon ;MLA1112793588;ARS;4379;1;30;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;140;Platinum;Capital Federal;Si;No
El Cinefilo + Virus Juego De Mesa Maldon Dragon Scarlet Kids;MLA926574742;ARS;6689;0;0;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;289;Platinum;Capital Federal;Si;No
El Memorioso | El Melómano | El Cinéfilo Juegos Maldón Ofert;MLA621261457;ARS;6390;50;170;92063843;DELFIN JUGUETES;13;Clásica; ;Nuevo;12;Si;2145;Gold;Capital Federal;Si;No
Illusion Juego De Cartas Maldón - Abracadabra Juguetes;MLA848028171;ARS;3330;1;0;59118422;ABRACADABRA_JUGUETES;1;Clásica; ;Nuevo;12;No;728;2;Capital Federal;No;No
Juego De Mesa Robots Cartas Estrategia Familiar Maldon;MLA1120477560;ARS;3330;0;0;137081041;ELMUNDODELJUG;7;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
Juego El Pasajero Cuotas;MLA1102256260;ARS;1059;0;0;171688800;COLLAGEKIDSAR;2;Clásica; ;Nuevo;12;No;210;Platinum;Interior;Si;No
El Memorioso Juego De Mesa Original Maldon;MLA798059040;ARS;4899;5;50;127176707;LAJUGUETERIADIGITAL;3;Clásica; ;Nuevo;12;Si;1004;3;Capital Federal;Si;No
Just One Party Game Cooperativo Maldon Repos Production;MLA1115869029;ARS;6330;3;160;59118422;ABRACADABRA_JUGUETES;2;Clásica; ;Nuevo;12;Si;114;2;Capital Federal;No;No
El Ilustrado Maldon;MLA1114748588;ARS;5390;0;0;86450756;MAGONANO;2;Clásica; ;Nuevo;12;Si;123;Líder;Interior;No;No
Pescadores Maldón;MLA1114916695;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;121;Platinum;Capital Federal;No;No
El Pasajero (maldón) - El Perro Verde Juegos De Mesa;MLA1119462116;ARS;1060;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;82;Platinum;Capital Federal;No;No
El Tiburón (maldón) Para Los Chicos - El Perro Verde Juegos;MLA1115715364;ARS;2640;0;0;79963725;ELPERROVERDEJUEGOS;3;Clásica; ;Nuevo;12;No;116;Platinum;Capital Federal;No;No
Derby (maldón) - El Perro;MLA1127361283;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
Flamencos (maldón) Para Los Más Chicos - El Perro Verde;MLA1121733641;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;3;Clásica; ;Nuevo;12;No;63;Platinum;Capital Federal;No;No
El Benjamin (maldon) - ;MLA1127380670;ARS;2640;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
El Memorioso (maldón) ;MLA1127354751;ARS;4730;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
El Switcher (maldon) - El Perro ;MLA1127387221;ARS;3550;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
El Melómano (maldón) - El Perro Verde Juegos De Mesa;MLA1127393596;ARS;4730;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
Yogi (maldón) Juego Cartas Poses Torcidas;MLA1127406625;ARS;3550;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
El Macanudo (maldon) - El Perro Verde J;MLA1127413031;ARS;5360;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
El Ilustrado (maldón) - El;MLA1127354781;ARS;5360;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
Atenea (maldón) - El Perro Verde ;MLA1127361217;ARS;4730;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
La Macarena (maldón) - El Perro ;MLA1127361229;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
El Cinéfilo (maldón) - El Perro Verde J;MLA1127374169;ARS;4730;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
El Futbolero (maldón) - El Perro ;MLA1127380630;ARS;4730;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
Illusion - El Perro Verde Juegos De Mea;MLA1127393671;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;No;26;Platinum;Capital Federal;No;No
El Erudito (maldón) - El Perro V;MLA1127400041;ARS;5360;0;0;79963725;ELPERROVERDEJUEGOS;1;Clásica; ;Nuevo;12;Si;26;Platinum;Capital Federal;No;No
El Señor Dix (maldón) - El Perro V;MLA1127571016;ARS;1060;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;23;Platinum;Capital Federal;No;No
El Señor Dix Juego De Mesa Infantil Cartas Maldon;MLA849524925;ARS;1060;5;10;59118422;ABRACADABRA_JUGUETES;1;Clásica; ;Nuevo;12;No;721;2;Capital Federal;No;No
Juego De Mesa Just One Maldon De Casa Valente;MLA1122735234;ARS;9799;0;0;171098887;CASA VALENTE;1;Premium; ;Nuevo;6;Si;57;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa De Musica Maldon Clasico;MLA922189662;ARS;4730;0;0;478972008;DEMAVISIONCOMERCIALSRL;4;Clásica; ;Nuevo;12;Si;317;Platinum;Interior;No;Si
Maldon - Juego De Mesa Yogi;MLA864897451;ARS;3590;0;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;2;Clásica; ;Nuevo;12;No;648;Líder;GBA;No;No
El Cinefilo Juego De Mesa Original Maldon 9008;MLA849821761;ARS;4899;3;20;127176707;LAJUGUETERIADIGITAL;3;Clásica; ;Nuevo;12;Si;720;3;Capital Federal;Si;No
Juego De Mesa La Macarena Maldón - Plaza De Papel;MLA1113237946;ARS;3790;1;20;81942180;WALTERIO71;1;Clásica; ;Nuevo;12;No;137;4;Capital Federal;Si;No
Juego De Mesa Familiar Kontour De Dibujo Maldon Lloretoys;MLA1109914136;ARS;3550;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;161;Platinum;GBA;No;No
El Pasajero Juego De Mesa Original Maldon Lloretoys;MLA901055133;ARS;1060;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;478;Platinum;GBA;No;No
Lucky Numbers Juego De Mesa De Estrategia Maldon Lloretoys;MLA1109955675;ARS;3550;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;161;Platinum;GBA;No;No
El Cinefilo Juego De Mesa Maldon Original Lloretoys;MLA858879300;ARS;5280;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;Si;677;Platinum;GBA;No;No
El Tiburon Juego De Mesa Infantil Original Maldon Lloretoys;MLA915258325;ARS;2640;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;363;Platinum;GBA;No;No
Juego De Mesa El Macanudo De Maldon Lloretoys;MLA868720021;ARS;5900;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;Si;628;Platinum;GBA;No;No
Illusion Juego De Mesa Maldon Original Lloretoys;MLA876623626;ARS;3330;0;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;580;Platinum;GBA;No;No
Juego De Mesa Derby Maldon Casa Valente;MLA1122691101;ARS;3199;0;0;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;57;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa  Original Maldon  El Melómano  Un;MLA735245113;ARS;4550;50;250;207283579;AL.CUADRADO;6;Clásica; ;Nuevo;12;Si;1373;Platinum;Capital Federal;Si;No
 La Macarena- Maldon Juego De Mesa;MLA797236443;ARS;3330;2;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;1007;Gold;Capital Federal;Si;No
Robots - Juego De Mesa Maldon;MLA1116454752;ARS;2880;0;0;7808780;LIBRERIA WOOPY;1;Clásica; ;Nuevo;12;No;110;Platinum;Capital Federal;Si;No
El Macanudo - Juego De Mesa Maldon;MLA1116480637;ARS;4660;0;0;7808780;LIBRERIA WOOPY;3;Clásica; ;Nuevo;12;Si;110;Platinum;Capital Federal;Si;No
Illusion - Juego De Mesa Maldon;MLA1116448247;ARS;2880;0;0;7808780;LIBRERIA WOOPY;1;Clásica; ;Nuevo;12;No;110;Platinum;Capital Federal;Si;No
Juego De Mesa 3 En 1 El Benjamín Maldon Domino Memoria;MLA1100653498;ARS;2640;0;0;42977173;RAIMUNDOJUGUETES;3;Clásica; ;Nuevo;12;No;218;Platinum;GBA;Si;No
Juego De Mesa El Cinéfilo Maldón Preguntas Y Respuestas;MLA1100682010;ARS;4730;0;0;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;Si;218;Platinum;GBA;Si;No
Juego De Mesa Flamencos Memoria Y Velocidad;MLA1119619838;ARS;3330;0;0;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;No;81;Platinum;GBA;Si;No
El Memorioso + El Erudito Juegos Mesa Combo Maldón Cultura;MLA813616736;ARS;10090;25;410;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;941;Platinum;GBA;Si;No
Juego De Mesa  El Memorioso Maldón  Memoria Y Agilidad ;MLA1100649786;ARS;4730;0;0;42977173;RAIMUNDOJUGUETES;2;Clásica; ;Nuevo;12;Si;218;Platinum;GBA;Si;No
