Investiga;Id;Moneda;Precio;Unidades vendidas;Venta Diaria Promedio;IdSeller;Nickname;Stock;Exposicion;T. Oficial;Condición;Cuotas;Envío Gratis;Días publicados;Reputación;Ubicación;Envío Flex;Envío Full
El Pasajero Juego De Mesa Maldon Ploppy 581108;MLA916862293;ARS;1060;2;0;69877047;JUGUETERIA_PLOPPY;10;Clásica; ;Nuevo;12;No;353;Platinum;Capital Federal;Si;No
Juego De Mesa El Erudito De Maldon;MLA904864652;ARS;5360;5;300;75058432;INFANCENTER;2;Clásica; ;Nuevo;12;Si;442;Platinum;GBA;Si;Si
Combo Maldón 5 El Memorioso + El Camarero Juegos Nacionales;MLA735798176;ARS;8060;5;30;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;1371;Platinum;GBA;Si;No
Juego De Mesa El Macanudo Maldon Casa Valente;MLA869149031;ARS;5309;4;30;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;Si;625;Platinum;Capital Federal;Si;No
El Señor Dix Juego De Mesa Maldon Ploppy 581107;MLA763169153;ARS;1060;25;30;69877047;JUGUETERIA_PLOPPY;9;Clásica; ;Nuevo;12;No;1204;Platinum;Capital Federal;Si;No
Combo Juego De Mesa El Camarero + Panic Lab De Maldon M4e;MLA1120855849;ARS;6536;2;180;923694;.MAGIC4EVER;1997;Clásica; ;Nuevo;12;Si;70;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo De Maldon;MLA879980481;ARS;4139;5;40;436840969;LA FAVJUGUETES;1;Clásica; ;Nuevo;12;Si;562;Platinum;Capital Federal;Si;No
Juego De Mesa De Estrategia Derby - Maldon Magic4ever;MLA1115322379;ARS;3330;3;80;923694;.MAGIC4EVER;7;Clásica; ;Nuevo;12;No;118;Platinum;Capital Federal;Si;No
Juego De Mesa Shiki Maldon De Casa Valente;MLA902161410;ARS;1299;1;0;171098887;CASA VALENTE;1;Premium; ;Nuevo;6;No;468;Platinum;Capital Federal;Si;No
Juego De Mesa La Macarena De Maldon 2201;MLA919169241;ARS;3399;5;110;164600480;CITYKIDS OFICIAL;5;Clásica;Citykids;Nuevo;12;No;337;Platinum;Capital Federal;Si;No
Juego De Mesa Preguntas Cultura General Atenea Maldón ;MLA913323831;ARS;4730;3;30;234885878;PLAYKING2020;1;Premium; ;Nuevo;3;Si;378;Platinum;GBA;Si;No
Juego De Mesa Familiar Va Y Viene - Party Game De Dados;MLA930488479;ARS;3330;4;50;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;No;258;Líder;Capital Federal;Si;No
Juego De Mesa Panic Lab Cartas Familiar Maldon;MLA1120418805;ARS;3550;2;90;137081041;ELMUNDODELJUG;3;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
La Macarena Maldón Juego Cartas Estategia Niños Adultos;MLA626441692;ARS;3330;25;60;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;No;2102;Platinum;GBA;Si;No
Juego De Mesa Para Niños Flamencos Juego De Memoria Maldon;MLA1120503596;ARS;3330;5;270;137081041;ELMUNDODELJUG;6;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
Juego De Mesa Preguntas De Cultura General Atenea De Maldón;MLA901299941;ARS;4731;5;140;150677405;GYD BILLARD;2;Clásica; ;Nuevo;12;Si;476;Líder;Capital Federal;Si;No
Combo Juegos De Mesa Pescadores + Shiki - Maldon;MLA1112840811;ARS;4170;2;50;923694;.MAGIC4EVER;2996;Clásica; ;Nuevo;12;Si;140;Platinum;Capital Federal;Si;No
El Tiburón Maldon Juego De Mesa Original;MLA928291775;ARS;2640;1;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;276;Gold;Capital Federal;Si;No
Robots - Maldon Cuota;MLA916753917;ARS;3330;2;10;58506279;ORIONOESTE;2;Premium; ;Nuevo;6;No;354;5;GBA;No;No
Maldon El Cinéfilo Original Juego De Mesa Playking;MLA658543851;ARS;4730;25;70;234885878;PLAYKING2020;3;Premium; ;Nuevo;3;Si;1845;Platinum;GBA;Si;No
Atenea Maldon Juego Mesa Preguntas Cultura General;MLA912946032;ARS;4969;3;30;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;381;Platinum;Capital Federal;Si;No
Juego De Mesa Flamencos Para Los Mas Chicos Original Maldon;MLA1122043072;ARS;3330;1;50;148114094;MUNDO MANIAS;6;Clásica; ;Nuevo;12;No;62;Platinum;Capital Federal;Si;No
Juego De Mesa Pescadores De Maldon;MLA897193954;ARS;3329;5;70;150677405;GYD BILLARD;6;Clásica; ;Nuevo;12;No;508;Líder;Capital Federal;Si;No
El Switcher - Maldon;MLA900097344;ARS;3550;2;10;58506279;ORIONOESTE;3;Clásica; ;Nuevo;12;No;487;5;GBA;No;No
Juego De Mesa Lucky Numbers Estrategia Maldon Casa Valente;MLA1110128878;ARS;3399;2;40;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;160;Platinum;Capital Federal;Si;No
Juego De Mesa Atenea El Juego De Cultura General Maldon;MLA906680741;ARS;4835;5;150;128411524;KINDERLAND OFICIAL;63;Clásica;Kinderland;Nuevo;12;Si;429;Platinum;GBA;No;No
El Ilustrado Juego De Mesa Maldon Ploppy 581112;MLA916863959;ARS;5360;1;10;69877047;JUGUETERIA_PLOPPY;7;Clásica; ;Nuevo;12;Si;353;Platinum;Capital Federal;Si;No
Illusion - Juego De Cartas En Español - Maldón;MLA805486796;ARS;3330;5;50;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;978;Líder;Capital Federal;Si;No
Pescadores Juego De Mesa Maldon Original Lloretoys;MLA876626368;ARS;3330;1;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;580;Platinum;GBA;No;No
El Erudito Juego De Mesa Maldon Ploppy 581100;MLA916861486;ARS;5360;2;30;69877047;JUGUETERIA_PLOPPY;5;Clásica; ;Nuevo;12;Si;353;Platinum;Capital Federal;Si;No
El Memorioso Juego De Mesa Maldon Jugueterialeon;MLA639750149;ARS;4730;5;20;17387880;REGALOSLEON;1;Clásica; ;Nuevo;12;Si;1993;Platinum;Capital Federal;Si;No
El Ilustrado Juego De Mesa Cultura General Maldon;MLA847977845;ARS;5360;5;80;478972008;DEMAVISIONCOMERCIALSRL;6;Premium; ;Nuevo;6;Si;728;Platinum;Interior;No;Si
El Camarero - Maldón Art. 5;MLA913739277;ARS;3330;5;50;75058432;INFANCENTER;1;Clásica; ;Nuevo;12;No;375;Platinum;GBA;Si;Si
El Pasajero Maldón Juego Cartas Niños Infantil Auto Viajes;MLA686872128;ARS;1060;25;20;178146766;ADVENTURAMA;14;Clásica; ;Nuevo;12;No;1640;Platinum;GBA;Si;No
Combo Maldón 13 El Erudito + El Memorioso + El Macanudo;MLA762694535;ARS;15450;2;20;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;1208;Platinum;GBA;Si;No
Combo Juego De Mesa El Erudito + El Futbolero De Maldon M4e;MLA1120822824;ARS;9585;1;130;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;70;Platinum;Capital Federal;Si;No
Juego De Mesa Atenea Maldón Cultura General;MLA1100692720;ARS;4730;1;20;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;Si;218;Platinum;GBA;Si;No
Juego De Mesa El Switcher De Maldon;MLA904925775;ARS;3550;4;30;75058432;INFANCENTER;4;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Kontour Juego De Mesa Familiar Dibujo Rapido Ingenio Maldon;MLA1106902085;ARS;3610;3;50;170287361;EDUCANDOJUGUETERIA;6;Clásica;Educando;Nuevo;12;No;182;Platinum;Capital Federal;Si;No
Juego De Mesa El Futbolero - Maldón;MLA904924996;ARS;4730;3;30;75058432;INFANCENTER;2;Clásica; ;Nuevo;12;Si;441;Platinum;GBA;Si;Si
Shiki Juego De Mesa Original Maldon Lloretoys;MLA901050967;ARS;1060;5;10;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;478;Platinum;GBA;No;No
Juego De Mesa 3 En 1 El Benjamín - Maldón;MLA905010303;ARS;2640;5;20;75058432;INFANCENTER;2;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Va Y Viene Juego De Mesa Maldon Juego De Mesa Original;MLA930793799;ARS;3330;5;130;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;256;Gold;Capital Federal;Si;No
Juego De Mesa El Erudito Maldón Flex Fionatoys;MLA913860382;ARS;5350;5;80;351006666;FIONATOYS;3;Clásica; ;Nuevo;12;Si;374;Líder;GBA;Si;Si
Maldon - Atenea - Juego De Mesa Preguntas De Cultura General;MLA902565473;ARS;4699;3;30;186824660;GIRODIDÁCTICOADROGUE-LOMAS;4;Clásica; ;Nuevo;12;Si;463;Líder;GBA;No;No
Juego De Mesa El Cinefilo Original Maldon Mundo Manias;MLA844562460;ARS;4730;25;270;148114094;MUNDO MANIAS;5;Clásica; ;Nuevo;12;Si;749;Platinum;Capital Federal;Si;No
Juego De Mesa Panic Lab Rapidez Visual Maldon Orig. Replay;MLA1107309374;ARS;3300;1;10;133863221;REPLAYJUGUETES;1;Clásica; ;Nuevo;12;No;181;Platinum;Capital Federal;Si;No
Combo Juego De Mesa El Benjamin + Flamencos De Maldon;MLA1120606391;ARS;5671;1;70;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;71;Platinum;Capital Federal;Si;No
Juego De Mesa El Switcher Maldon Microcentro Lelab;MLA613154645;ARS;3399;25;40;45691061;STORELELABSKYLIGHT;2;Premium; ;Nuevo;6;No;2206;Platinum;Capital Federal;Si;No
Juego De Mesa Cartas Robots Original Maldon Mundo Manias;MLA900623108;ARS;3330;5;40;148114094;MUNDO MANIAS;7;Clásica; ;Nuevo;12;No;482;Platinum;Capital Federal;Si;No
El Camarero + Pescadores + Robots Combo Juegos Mesa Cartas;MLA919479405;ARS;9990;2;50;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;Si;335;Platinum;GBA;Si;No
Juego De Mesa El Cinefilo Maldon Casa Valente;MLA859610531;ARS;4859;5;50;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;Si;673;Platinum;Capital Federal;Si;No
Juego De Mesa El Ilustrado Maldon Casa Valente;MLA859624038;ARS;5309;25;200;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;Si;673;Platinum;Capital Federal;Si;No
El Shiki Juego De Mesa Para Niños De Maldon En Toysmarket;MLA906483793;ARS;1199;25;70;55986122;TOYSMARKET.COM.AR;1;Clásica; ;Nuevo;12;No;431;Platinum;Capital Federal;Si;No
Juego De Mesa El Futbolero Original Maldon 9009 ;MLA838788733;ARS;4799;3;10;80900941;LAJUGUETERIAVIRTUAL;13;Clásica; ;Nuevo;12;Si;784;Platinum;GBA;Si;No
Juego De Mesa Familiar El Erudito Maldón;MLA1100645308;ARS;5360;2;40;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;Si;218;Platinum;GBA;Si;No
Juego De Mesa Robots De Maldon;MLA905007252;ARS;3330;4;30;75058432;INFANCENTER;3;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
Juego Panic Lab;MLA1114378328;ARS;3060;1;20;436840969;LA FAVJUGUETES;1;Clásica; ;Nuevo;12;No;126;Platinum;Capital Federal;Si;No
Juego De Mesa El Benjamin Maldon Casa Valente;MLA859629429;ARS;2249;4;10;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;673;Platinum;Capital Federal;Si;No
El Melomano Maldon Juego De Mesa Scarlet Kids;MLA813294176;ARS;5099;5;40;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
Juego De Mesa El Pasajero Original Maldon 9005m;MLA911753861;ARS;1100;1;0;80900941;LAJUGUETERIAVIRTUAL;13;Clásica; ;Nuevo;12;No;389;Platinum;GBA;Si;No
Kontour - Maldon Juego De Mesa Ed 2021;MLA1107055960;ARS;3590;2;30;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;182;Gold;Capital Federal;Si;No
Pescadores Juego Mesa Maldón Familiar Rapidez Visual Fraga;MLA873340870;ARS;3330;5;120;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;No;600;Platinum;GBA;Si;No
El Memorioso Juego De Mesa Original Maldon;MLA776411040;ARS;4731;5;30;150677405;GYD BILLARD;4;Clásica; ;Nuevo;12;Si;1115;Líder;Capital Federal;Si;No
El Erudito;MLA622642021;ARS;5470;50;220;128411524;KINDERLAND OFICIAL;100;Clásica;Kinderland;Nuevo;12;Si;2134;Platinum;GBA;No;No
Juego De Mesa Familiar Kontour;MLA1113216967;ARS;3425;1;20;128411524;KINDERLAND OFICIAL;8;Clásica;Kinderland;Nuevo;12;No;137;Platinum;GBA;No;No
Combo Juego De Mesa El Camarero + Just One De Maldon M4e ;MLA1123216356;ARS;9177;1;160;923694;.MAGIC4EVER;1997;Clásica; ;Nuevo;12;Si;54;Platinum;Capital Federal;Si;No
El Cinefilo Juego De Mesa Original Maldon;MLA798050307;ARS;4899;5;60;127176707;LAJUGUETERIADIGITAL;3;Clásica; ;Nuevo;12;Si;1004;3;Capital Federal;Si;No
La Macarena - Juego De Mesa;MLA756047727;ARS;3330;5;10;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;1253;Líder;Capital Federal;Si;No
Atenea Juego De Mesa Preguntas De Cultura General Maldón;MLA921011092;ARS;5770;1;10;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;325;Gold;Capital Federal;Si;No
Juego De Mesa Pescadores De Maldon Ploppy 581116;MLA896034811;ARS;3330;1;0;69877047;JUGUETERIA_PLOPPY;11;Clásica; ;Nuevo;12;No;516;Platinum;Capital Federal;Si;No
Macanudo - Juego De Mesa Ilustrado Por Liniers;MLA755497962;ARS;5360;3;10;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;Si;1256;Líder;Capital Federal;Si;No
El Ilustrado Maldon Juego De Mesa Cultura Original;MLA922177592;ARS;4869;5;120;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;Si;317;Platinum;Capital Federal;Si;No
Combo Maldón El Cinéfilo + El Memorioso Juego Cine Memoria;MLA865580109;ARS;9460;2;20;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;Si;644;Platinum;GBA;Si;No
Shiki Juego Cartas Dados Infantil Estaciones Maldón;MLA1100205920;ARS;1490;2;10;92063843;DELFIN JUGUETES;8;Clásica; ;Nuevo;12;No;222;Gold;Capital Federal;Si;No
El Ilustrado + El Memorioso Juego De Mesa Maldon Scarletkids;MLA817410622;ARS;10249;5;150;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;919;Platinum;Capital Federal;Si;No
Juego De Mesa Aventureros Al Tren Maldón Muy Lejano;MLA929124232;ARS;10750;2;80;184489663;MUYLEJANO;1;Clásica; ;Nuevo;12;Si;268;Líder;Capital Federal;Si;No
Juego De Mesa El Tiburon De Maldon Magic4ever;MLA915066586;ARS;2640;5;40;923694;.MAGIC4EVER;6;Clásica; ;Nuevo;12;No;364;Platinum;Capital Federal;Si;No
Virus + Robots Juego De Mesa Scarlet Kids Dragon Maldon;MLA910466464;ARS;7039;1;10;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;399;Platinum;Capital Federal;Si;No
Valdés Maldón Un Juego De Avisaje De Aves Infantil Familiar;MLA1116018164;ARS;1060;2;10;178146766;ADVENTURAMA;11;Clásica; ;Nuevo;12;No;113;Platinum;GBA;Si;No
Juego De Mesa El Erudito Original Maldon Mundo Manias;MLA844554419;ARS;5360;200;1600;148114094;MUNDO MANIAS;20;Clásica; ;Nuevo;12;Si;749;Platinum;Capital Federal;Si;No
El Pasajero Juego De Mesa Cartas Maldon Original Edu;MLA899539860;ARS;1120;5;10;170287361;EDUCANDOJUGUETERIA;18;Clásica;Educando;Nuevo;12;No;491;Platinum;Capital Federal;Si;No
Juego De Mesa La Macarena Original Maldon;MLA927199263;ARS;3330;0;0;137081041;ELMUNDODELJUG;22;Clásica;El Mundo del Juguete;Nuevo;12;No;284;Platinum;Capital Federal;Si;No
Qwixx Juego De Mesa - Maldon;MLA820992618;ARS;3299;3;10;186824660;GIRODIDÁCTICOADROGUE-LOMAS;1;Clásica; ;Nuevo;12;No;898;Líder;GBA;No;No
Macanudo Juego Asociación Libre Ilustrado X Liniers 15 A 99 ;MLA857121740;ARS;5050;1;0;90457097;CONSENTIDO VENTAS;1;Clásica; ;Nuevo;12;Si;685;5;Interior;No;No
Juego De Mesa El Macanudo Original Maldon;MLA922189512;ARS;4895;1;10;162289595;BICHOCANASTOLIBRERIA;6;Clásica; ;Nuevo;12;Si;317;Platinum;Capital Federal;Si;No
El Futbolero Juego De Mesa Maldon Ilustrado ;MLA806337241;ARS;4950;2;10;59529245;DULCESJUGUETES1;1;Clásica; ;Nuevo;12;Si;974;Gold;GBA;Si;No
Juego Just One- Maldon Juego De Mesa ;MLA1115735416;ARS;6330;2;110;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;115;Gold;Capital Federal;Si;No
Juego De Mesa El Macanudo Original Maldon;MLA849726522;ARS;5390;5;80;229795823;GIRODIDACTICO_URQUIZA;1;Premium; ;Nuevo;6;Si;720;Gold;Capital Federal;Si;No
Juego De Mesa El Melómano Juegos Maldón;MLA931284931;ARS;4730;2;30;75301914;BUKIT0;8;Clásica; ;Nuevo;12;Si;252;Platinum;Capital Federal;Si;No
Juego De Mesa El Erudito Maldon Microcentro Lelab;MLA617598173;ARS;5399;250;640;45691061;STORELELABSKYLIGHT;2;Clásica; ;Nuevo;12;Si;2175;Platinum;Capital Federal;Si;No
Juego De Mesa Illusion Maldon Casa Valente;MLA877612320;ARS;3199;4;20;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;574;Platinum;Capital Federal;Si;No
Shiki - Juego De Mesa Maldon;MLA905015621;ARS;1060;2;0;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;441;Líder;Capital Federal;Si;No
Juego De Mesa Cartas La Macarena Original Maldon ;MLA930751050;ARS;3330;1;10;923694;.MAGIC4EVER;6;Clásica; ;Nuevo;12;No;256;Platinum;Capital Federal;Si;No
El Camarero Juego De Mesa Maldon Scarlet Kids;MLA813260837;ARS;4000;5;30;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
 Cinéfilo De Maldon Un Juego Para Los Amantes Del Cine;MLA785914250;ARS;4674;25;180;213735207;RODABONITO.COM.AR;11;Clásica; ;Nuevo;12;Si;1061;Platinum;Capital Federal;Si;No
Juego De Mesa El Pasajero De Maldon Casa Valente;MLA916006424;ARS;1299;1;0;171098887;CASA VALENTE;1;Premium; ;Nuevo;6;No;358;Platinum;Capital Federal;Si;No
Juego De Mesa El Benjamin De Maldon Original Magic4ever;MLA930750988;ARS;2640;1;10;923694;.MAGIC4EVER;4;Clásica; ;Nuevo;12;No;256;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo De Maldon Playking;MLA780687798;ARS;5360;5;30;234885878;PLAYKING2020;6;Premium; ;Nuevo;3;Si;1093;Platinum;GBA;Si;No
Juego De Mesa El Memorioso Original Maldon;MLA849726769;ARS;4699;5;70;229795823;GIRODIDACTICO_URQUIZA;2;Premium; ;Nuevo;6;Si;720;Gold;Capital Federal;Si;No
Juego De Mesa El Camarero De Maldon;MLA847469338;ARS;3330;5;50;54459737;TOY PIOLA;6;Clásica; ;Nuevo;12;No;731;Platinum;Interior;No;No
Juego De Mesa El Benjamin Maldon Original Playking;MLA665707313;ARS;2640;5;10;234885878;PLAYKING2020;9;Premium; ;Nuevo;3;No;1792;Platinum;GBA;Si;No
Juego De Mesa El Señor Dix - Maldón;MLA773086087;ARS;1060;5;0;156413223;CROSSOVER COMICS;7;Clásica;Crossover Comics Store;Nuevo;12;No;1134;Platinum;Interior;No;No
El Camarero Juego De Mesa Maldon Original;MLA850709650;ARS;3333;25;160;150677405;GYD BILLARD;6;Clásica; ;Nuevo;12;No;715;Líder;Capital Federal;Si;No
Juego Mesa Panic Lab Original Gigamic Maldon Mundo Manias;MLA896074622;ARS;3550;5;40;148114094;MUNDO MANIAS;12;Clásica; ;Nuevo;12;No;516;Platinum;Capital Federal;Si;No
 Pescadores Juego De Mesa- Maldon;MLA882397698;ARS;3330;5;40;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;549;Gold;Capital Federal;Si;No
Panic Lab + Yogi Juego De Mesa Maldon Scarletkids Poses;MLA897354473;ARS;7550;5;190;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;506;Platinum;Capital Federal;Si;No
Shiki Juego De Mesa Maldon;MLA1105881881;ARS;1100;2;10;169669697;MALABARES PRIMERAJUNTA;2;Clásica; ;Nuevo;12;No;189;Gold;Capital Federal;Si;No
Maldón -juego Para Durante El Viaje- El Pasajero - 3 Años +;MLA879258700;ARS;1090;2;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;1;Clásica; ;Nuevo;12;No;566;Líder;GBA;No;No
Juego De Cartas + El Señor Dix Maldón Infantil;MLA1100653888;ARS;1060;1;0;42977173;RAIMUNDOJUGUETES;2;Clásica; ;Nuevo;12;No;218;Platinum;GBA;Si;No
El Melomano;MLA622642058;ARS;4835;50;140;128411524;KINDERLAND OFICIAL;68;Clásica;Kinderland;Nuevo;12;Si;2134;Platinum;GBA;No;No
Juego De Mesa El Pasajero De Maldon;MLA858013765;ARS;1060;4;0;203197985;SANTACLAUS JUGUETERIAS;33;Clásica;Jugueterias Santa Claus;Nuevo;12;No;680;Platinum;GBA;Si;No
El Erudito + El Camarero Combo Maldón Juegos Cultura Memoria;MLA735798170;ARS;8690;25;280;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;1371;Platinum;GBA;Si;No
Juego De Mesa El Ilustrado Maldon 7203;MLA919170329;ARS;5399;5;80;164600480;CITYKIDS OFICIAL;5;Clásica;Citykids;Nuevo;12;Si;337;Platinum;Capital Federal;Si;No
El Ilustrado Juego De Mesa Original Maldon;MLA807341842;ARS;5549;25;180;141258544;APIOVERDE OFICIAL;4;Clásica;Apioverde;Nuevo;12;Si;971;Platinum;Capital Federal;Si;No
Juego De Mesa El Pasajero Maldón Muy Lejano;MLA914718311;ARS;1060;1;0;184489663;MUYLEJANO;4;Clásica; ;Nuevo;12;No;366;Líder;Capital Federal;Si;No
El Señor Dix Maldón Juego Didáctico Asociacion Palabras Niño;MLA658389526;ARS;1060;50;30;178146766;ADVENTURAMA;11;Clásica; ;Nuevo;12;No;1846;Platinum;GBA;Si;No
El Memorioso + El Cinéfilo + El Melómano Combo Juegos Maldón;MLA735798174;ARS;14195;5;210;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;1371;Platinum;GBA;Si;No
El Erudito Maldón - Juego Preguntas Respuestas Carrera Mente;MLA684554789;ARS;5360;100;370;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;1656;Platinum;GBA;Si;No
Robots - Maldon;MLA900096817;ARS;3330;5;30;58506279;ORIONOESTE;2;Clásica; ;Nuevo;12;No;487;5;GBA;No;No
El Ilustrado Juego De Mesa Original Maldon;MLA807342874;ARS;5549;5;100;127176707;LAJUGUETERIADIGITAL;4;Clásica; ;Nuevo;12;Si;971;3;Capital Federal;Si;No
Cinefilo Preguntas Sobre Cine  La Plata Juego Maldon Full;MLA747068878;ARS;4990;5;20;50328046;ANTONIOHOBBY;1;Clásica; ;Nuevo;12;Si;1307;Platinum;Interior;No;No
El Erudito - Juego De Mesa Cultura General Maldon - Cuotas;MLA837394062;ARS;6395;5;160;54459737;TOY PIOLA;5;Premium; ;Nuevo;6;Si;793;Platinum;Interior;No;No
El Melomano Juego De Mesa Original Maldon Envio Gratis;MLA815826110;ARS;6200;5;40;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;930;5;Interior;No;No
Atenea Juego Maldon-pido Gancho;MLA908092596;ARS;4730;1;10;212452880;JUGUETERIAPIDOGANCHO;9;Clásica; ;Nuevo;12;Si;419;Gold;Interior;No;No
Juego De Mesa El Ilustrado Original Maldon;MLA847468197;ARS;6395;5;120;54459737;TOY PIOLA;3;Premium; ;Nuevo;6;Si;731;Platinum;Interior;No;No
El Melomano Juego De Mesa ¿ Cuanto Sabes De Musica? - Cuotas;MLA837408070;ARS;4730;25;230;54459737;TOY PIOLA;12;Clásica; ;Nuevo;12;Si;793;Platinum;Interior;No;No
Juego Panic Lab Maldon Original-pido Gancho;MLA908083192;ARS;3550;5;40;212452880;JUGUETERIAPIDOGANCHO;8;Clásica; ;Nuevo;12;No;419;Gold;Interior;No;No
Juego De Mesa El Memorioso Maldon Envio Gratis;MLA731450704;ARS;6200;1;0;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;1393;5;Interior;No;No
El Cinefilo - Juego De Mesa ¿cuanto Sabes De Cine? - Maldon;MLA837405378;ARS;5695;1;0;54459737;TOY PIOLA;6;Premium; ;Nuevo;6;Si;793;Platinum;Interior;No;No
The Mind Para Imprimir;MLA1117186138;ARS;250;5;10;333487553;MG010373;93;Clásica; ;Nuevo;12;No;100;;;;
Yogi - Juego De Mesa - Yoga Maldon Familiar Movimiento;MLA858144871;ARS;3300;5;70;98434282;INVICTVSJUEGOS;1;Clásica; ;Nuevo;12;No;680;Platinum;Interior;No;No
Juego De Mesa El Benjamin Original De Maldon - Toy Piola;MLA869511460;ARS;2640;1;0;54459737;TOY PIOLA;1;Clásica; ;Nuevo;12;No;623;Platinum;Interior;No;No
El Futbolero - Juego De Mesa - Maldon;MLA732868086;ARS;6000;2;0;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;1385;5;Interior;No;No
Katamino Maldon Juego De Mesa Desafios;MLA1102340510;ARS;19990;1;90;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;210;5;Interior;No;No
Combo El Erudito + 1 Juego A Eleccion - Original Maldon ;MLA837394954;ARS;8890;25;290;54459737;TOY PIOLA;9;Clásica; ;Nuevo;12;Si;793;Platinum;Interior;No;No
Qwixx - Maldon;MLA855952085;ARS;3299;1;0;208811357;GIRODIDACTICO LAPLATA;1;Clásica; ;Nuevo;12;No;690;5;Interior;No;No
El Benjamín - Juego De Mesa- Invictvs Maldon Niños;MLA804083182;ARS;2295;25;90;98434282;INVICTVSJUEGOS;1;Clásica; ;Nuevo;12;No;984;Platinum;Interior;No;No
Juego De Mesa Qwixx Maldon Original;MLA864066483;ARS;3330;1;0;212452880;JUGUETERIAPIDOGANCHO;3;Clásica; ;Nuevo;12;No;652;Gold;Interior;No;No
Juego El Futbolero Original Preguntas De Fútbol Maldon;MLA747035429;ARS;4990;1;0;50328046;ANTONIOHOBBY;1;Clásica; ;Nuevo;12;Si;1307;Platinum;Interior;No;No
Juego De Mesa Yogi Maldon Original;MLA864067756;ARS;3550;1;0;212452880;JUGUETERIAPIDOGANCHO;4;Clásica; ;Nuevo;12;No;652;Gold;Interior;No;No
El Futbolero Juego De Futbol Maldon Ilustrado Por Tony Ganem;MLA616084904;ARS;4115;5;20;55986122;TOYSMARKET.COM.AR;6;Clásica; ;Nuevo;12;Si;2186;Platinum;Capital Federal;Si;No
El Futbolero - Juego De Mesa Maldon;MLA1116454748;ARS;4115;1;30;7808780;LIBRERIA WOOPY;1;Clásica; ;Nuevo;12;Si;110;Platinum;Capital Federal;Si;No
